transaction_id,customer_id,transaction_date,amount,transaction_type
1306,977,2023-01-07 21:11:47,18.15,refund
1307,918,2023-05-03 03:33:32,360.8,refund
1308,553,2023-02-11 17:37:41,385.7,
1309,634,2024-08-17 09:23:35,302.3,refund
1310,734,2025-02-23 16:19:19,154.37,deposit
1311,585,2022-03-19 04:28:58,41.74,purchase
1312,748,2024-10-07 11:11:47,493.57,withdrawal
1313,704,2022-05-05 14:31:06,26.0,deposit
1314,275,2023-10-08 09:44:07,12.06,purchase
1315,161,2023-07-08 02:24:59,243.79,withdrawal
1316,101,2024-07-29 18:43:36,489.56,refund
1317,809,2023-01-30 09:29:55,96.91,purchase
1318,92,2022-10-28 18:17:05,252.01,withdrawal
1319,71,2025-03-21 19:38:14,59.43,purchase
1320,940,2022-12-27 15:49:46,457.68,purchase
1321,705,2022-11-29 18:42:07,217.78,deposit
1322,798,2023-04-26 07:23:42,139.96,purchase
1323,32,2025-04-08 12:12:27,76.09,purchase
1324,196,2023-01-13 03:37:05,30.43,refund
1325,984,2024-07-21 20:19:39,452.15,purchase
1326,959,2025-07-01 15:27:58,202.97,refund
1327,728,2023-04-30 09:33:43,461.55,deposit
1328,722,2024-06-10 02:48:24,96.4,deposit
1329,174,,141.32,purchase
1330,185,2025-07-28 20:04:29,309.63,purchase
1331,439,2022-12-19 22:20:45,80.43,deposit
1332,471,2023-05-17 13:09:21,22.16,withdrawal
1333,575,2025-04-09 09:18:07,256.2,deposit
1334,770,2023-11-01 05:39:04,84.67,deposit
1335,352,2023-02-01 22:26:39,153.46,withdrawal
1336,975,2022-06-09 09:26:50,272.22,withdrawal
1337,99,2022-10-26 03:48:37,260.25,deposit
1338,920,2025-08-27 16:10:35,245.09,
1339,242,2024-09-28 16:39:40,364.62,purchase
1340,112,2024-08-20 03:39:21,,deposit
1341,66,2022-04-14 23:49:31,30.94,withdrawal
1342,528,2023-12-30 23:26:40,244.91,purchase
1343,704,2025-04-30 04:50:56,172.53,purchase
1344,292,2022-06-05 22:30:15,,purchase
1345,453,,201.03,deposit
1346,852,2024-04-04 15:15:41,63.1,withdrawal
1347,462,2024-10-25 12:42:32,,withdrawal
1348,574,2024-09-27 15:06:17,493.02,deposit
1349,280,2022-10-29 02:32:34,178.3,deposit
1350,413,2024-06-06 16:24:46,248.02,refund
1351,110,2023-11-30 14:50:36,7.16,withdrawal
1352,718,2023-10-19 00:32:08,7.62,refund
1353,574,2025-04-21 16:46:21,333.57,deposit
1354,374,2024-03-29 16:02:55,439.5,purchase
1355,614,2022-04-08 02:39:16,498.38,purchase
1356,395,2024-04-03 09:48:03,,deposit
1357,238,2024-05-12 09:50:48,181.74,deposit
1358,503,2025-03-19 00:21:04,79.14,withdrawal
1359,975,2023-10-05 10:12:27,127.66,withdrawal
1360,325,2023-07-15 14:44:48,463.26,purchase
1361,12,2025-04-25 11:32:47,173.89,withdrawal
1362,95,2022-12-07 10:17:15,174.84,refund
1363,194,2023-03-06 04:53:15,324.38,purchase
1364,190,2023-05-08 07:19:14,107.86,withdrawal
1365,983,2023-01-28 18:46:37,481.67,withdrawal
1366,583,2025-04-02 07:51:33,18.95,purchase
1367,742,2023-01-12 07:48:45,401.41,withdrawal
1368,53,2025-06-18 06:46:29,189.19,withdrawal
1077,444,2024-02-20 22:37:06,263.12,purchase
1370,669,2024-06-19 18:16:28,258.38,refund
1371,541,2024-02-02 10:23:41,68.22,purchase
1372,98,2023-07-01 01:20:16,241.09,withdrawal
1078,332,2023-04-02 16:42:07,111.27,deposit
1374,806,2025-02-09 15:20:53,365.48,refund
1375,,2025-04-11 02:54:24,491.84,deposit
1376,607,2023-03-13 04:51:40,384.22,
1377,,2025-07-08 19:45:35,484.61,
1378,20,2022-10-13 18:56:25,,deposit
1379,688,2024-07-02 01:40:56,349.66,withdrawal
1380,627,2023-07-11 11:26:27,263.69,deposit
1381,54,2022-11-28 08:24:59,176.89,refund
1382,307,,8.1,
1383,398,2025-08-26 00:08:05,274.19,deposit
1384,753,2024-03-28 21:57:28,,refund
1385,233,2025-05-06 04:27:45,238.53,refund
1386,679,2022-04-13 01:22:35,165.73,withdrawal
1387,855,2022-04-02 00:19:51,346.81,purchase
1388,261,2023-06-19 12:40:03,276.22,withdrawal
1389,413,2022-10-14 22:25:48,377.92,withdrawal
1390,761,,21.0,withdrawal
1391,902,2023-05-13 23:38:29,151.69,refund
1392,730,2025-04-08 15:12:30,132.09,purchase
1393,185,2022-05-24 13:05:14,209.86,deposit
1394,761,2024-08-20 18:36:17,324.4,withdrawal
1395,23,2024-11-03 12:48:38,92.38,purchase
1396,679,2023-11-22 11:50:34,38.41,refund
1397,,2024-04-28 16:09:01,191.18,withdrawal
1398,,,483.51,withdrawal
1276,225,2023-03-16 10:53:23,498.4,refund
1400,585,2022-07-07 04:28:26,238.55,
1401,66,2022-05-03 14:12:03,345.17,purchase
1402,707,2025-03-04 06:34:19,44.95,refund
1403,20,2024-02-28 01:18:16,475.87,deposit
1404,456,2022-11-07 21:11:31,341.4,withdrawal
1405,392,,88.83,purchase
1406,161,2023-04-08 06:12:08,432.81,deposit
1407,,2023-06-15 10:50:15,424.83,withdrawal
1408,196,2025-06-05 17:41:18,55.45,purchase
1409,622,2023-08-27 03:12:21,18.23,withdrawal
1410,,2022-03-09 14:01:54,375.49,deposit
1411,402,2024-06-28 02:39:37,74.37,purchase
1412,563,2025-03-05 10:37:00,188.81,purchase
1413,315,2024-01-19 00:13:12,481.73,purchase
1414,673,2024-04-26 03:19:18,163.89,purchase
922,541,2025-08-29 09:40:30,192.26,withdrawal
1416,940,2024-01-14 02:31:38,149.19,deposit
1417,309,2024-07-11 15:34:53,365.21,deposit
1418,756,2024-07-30 15:12:28,463.33,withdrawal
1419,6,2023-11-27 06:21:39,167.3,refund
1420,551,2022-03-09 21:02:36,213.61,refund
1421,358,2022-09-05 21:25:09,355.78,deposit
1422,312,2022-03-04 14:52:16,,purchase
1423,585,2025-02-12 05:02:56,16.42,deposit
1424,320,2023-06-19 17:26:11,349.52,deposit
1425,365,2022-07-17 22:09:58,272.32,refund
1426,172,2024-11-13 14:08:40,379.76,purchase
1427,368,2024-05-31 08:31:45,467.54,purchase
1428,730,2024-09-16 23:02:05,451.52,withdrawal
1429,103,2023-02-21 10:05:16,102.79,purchase
1430,863,2023-07-06 21:40:16,,withdrawal
1431,385,2024-01-25 07:34:30,350.38,purchase
1432,467,2023-06-14 15:27:53,437.81,refund
1433,666,2022-06-03 19:52:25,206.79,withdrawal
1434,989,2022-09-05 11:06:27,56.72,refund
1435,866,2024-01-18 02:05:29,422.65,deposit
1436,126,2023-02-11 01:12:30,189.41,
1437,863,2022-08-27 11:20:07,310.84,withdrawal
1438,699,2022-06-01 02:56:33,148.73,withdrawal
1439,116,2022-06-02 03:29:43,234.52,withdrawal
1440,414,2023-04-23 07:32:32,195.13,deposit
1441,,,336.27,refund
1442,151,2025-07-21 02:25:26,181.28,withdrawal
1443,606,2023-10-19 07:18:16,303.91,withdrawal
1444,662,2022-03-27 20:40:37,43.37,deposit
1445,880,2023-10-31 12:18:06,93.77,
1446,93,2024-05-24 14:08:12,190.34,purchase
1447,653,2025-05-28 01:32:40,95.28,deposit
1448,827,2023-01-11 22:47:33,119.55,withdrawal
1449,208,,230.6,withdrawal
1450,138,2024-03-27 02:47:54,480.04,withdrawal
1451,414,2022-12-12 14:19:59,353.15,withdrawal
1452,901,2022-09-21 07:41:08,294.7,refund
1453,981,2024-08-11 12:28:46,,withdrawal
1454,350,2023-12-07 19:21:21,179.78,deposit
1455,430,2025-06-14 16:43:57,418.32,withdrawal
1456,493,2022-11-23 23:56:47,126.97,withdrawal
1457,273,2022-03-24 06:36:45,,withdrawal
940,74,2023-05-16 06:01:04,214.48,purchase
1459,301,2022-11-07 14:13:00,253.56,refund
1460,878,2023-08-26 04:37:46,451.53,refund
1461,,2024-10-10 03:03:41,52.85,withdrawal
1462,824,2023-03-24 17:58:12,,purchase
1463,968,2024-06-25 09:35:23,223.4,refund
1464,,2023-11-29 04:16:01,412.15,withdrawal
1465,595,2023-05-18 05:02:54,88.25,
1466,802,2023-12-16 22:58:50,484.55,purchase
1467,626,2024-12-16 00:15:24,227.48,deposit
1468,874,2025-08-12 16:52:45,325.31,withdrawal
1469,372,2022-08-04 21:06:17,177.44,deposit
1470,174,2023-04-07 00:24:09,468.01,
1471,555,2023-09-15 07:22:12,,purchase
1472,544,2023-03-02 22:58:47,287.32,purchase
1473,,2022-10-27 19:26:43,268.14,purchase
1474,591,2022-08-06 22:36:38,266.63,withdrawal
1475,999,2023-10-07 22:38:09,201.3,refund
1476,,2025-03-04 11:24:15,328.33,purchase
1477,823,2024-12-08 01:46:42,266.48,purchase
1478,957,2024-11-30 21:36:53,481.69,deposit
1479,987,2023-06-01 16:44:23,201.16,purchase
1480,118,2025-02-10 21:14:54,223.48,purchase
1481,944,2023-05-01 07:38:17,151.53,withdrawal
1482,498,2024-02-06 01:39:48,401.13,refund
1483,311,2022-01-14 06:05:43,12.8,deposit
1484,879,2025-04-26 17:22:48,101.35,purchase
1485,464,2024-08-08 16:48:19,119.69,refund
835,819,2024-03-19 02:10:51,358.89,withdrawal
1487,234,2022-01-14 21:08:19,352.28,deposit
1488,627,2022-11-16 18:47:57,250.92,purchase
1489,314,,56.66,
1490,638,2025-06-03 07:38:05,348.34,withdrawal
1491,645,2023-06-10 23:04:48,119.36,refund
1492,241,2024-06-11 19:01:15,,refund
1493,858,2025-05-10 12:20:13,331.4,refund
1494,,2023-08-14 01:18:05,169.09,purchase
1495,326,2025-03-05 19:09:33,373.93,purchase
1496,612,2024-12-16 09:47:14,171.57,refund
1497,871,2025-01-29 07:54:09,274.09,withdrawal
1498,654,2023-01-24 19:51:26,101.1,refund
1499,,2024-05-07 09:27:26,,refund
1500,499,2025-06-13 20:38:31,96.58,purchase
1501,718,2023-05-01 20:17:53,351.97,refund
1502,169,2023-09-01 03:22:38,388.54,deposit
1503,479,,268.65,purchase
1504,534,2024-03-22 06:10:33,259.8,withdrawal
1505,170,2025-06-21 06:52:26,233.04,refund
1506,498,,91.1,purchase
1507,543,2024-09-29 03:21:20,201.46,deposit
1508,293,2023-10-01 23:12:08,366.89,withdrawal
1509,754,2022-02-17 02:59:15,167.87,deposit
1510,513,2023-01-14 09:03:38,293.0,refund
1511,951,2022-08-09 20:11:40,393.84,withdrawal
1512,,2024-11-15 11:16:24,155.98,deposit
1513,174,2022-01-20 01:00:42,150.45,deposit
682,358,2024-08-21 13:10:42,293.36,purchase
1515,461,2022-01-30 10:41:36,392.51,
1516,452,2023-02-21 21:13:00,477.51,purchase
1517,293,2025-08-06 13:47:18,282.63,refund
1518,537,2025-03-18 18:44:07,264.33,deposit
1519,62,2023-05-25 03:20:49,27.25,refund
1520,921,2025-04-14 12:26:06,84.16,refund
1521,647,2023-04-30 05:44:35,302.03,refund
1522,836,2023-07-17 09:35:21,395.2,withdrawal
1523,866,2025-02-21 01:52:38,462.44,purchase
1524,692,2022-05-23 13:05:51,279.99,
1525,311,2023-03-22 09:59:31,136.69,purchase
1526,771,2025-08-05 14:57:27,74.71,deposit
1527,695,2022-12-01 17:37:34,213.36,withdrawal
1528,396,2023-10-05 22:15:15,483.37,deposit
1529,785,2022-09-30 21:05:41,179.0,deposit
1530,359,2024-01-15 17:14:49,175.74,deposit
1531,109,2022-05-04 23:39:37,341.86,refund
1532,857,2023-07-10 11:54:46,,purchase
1533,681,2024-07-02 10:05:28,284.2,purchase
321,,2024-03-04 08:22:42,169.43,withdrawal
1535,948,2022-08-17 08:13:45,329.79,purchase
1536,213,2022-07-21 09:43:19,401.08,refund
1537,42,2023-04-16 16:46:20,198.21,refund
1538,983,2024-04-25 04:34:35,225.71,deposit
1539,262,2024-11-05 19:21:42,16.62,refund
1540,706,2022-04-21 16:49:14,,deposit
1541,292,2024-05-10 04:29:43,203.46,withdrawal
1542,279,2023-04-06 20:18:46,33.01,refund
1543,701,2022-03-18 22:41:42,469.17,purchase
1544,599,2023-09-06 19:51:53,37.5,refund
1545,801,2024-11-20 02:41:27,465.67,refund
1546,309,2025-08-23 01:42:17,199.87,deposit
1547,106,2024-01-05 02:44:48,47.81,refund
1548,230,2025-07-25 07:10:31,311.06,refund
1549,885,2023-06-29 03:28:18,33.3,deposit
1550,392,2022-03-23 04:23:57,330.65,deposit
1551,476,2022-05-24 00:20:04,252.79,withdrawal
1552,444,2024-07-05 21:31:24,151.59,refund
1553,882,2024-07-09 07:09:43,46.57,withdrawal
1554,39,2023-08-18 12:23:13,35.16,refund
1555,934,2022-10-19 10:04:59,211.38,refund
1556,873,2024-03-28 13:00:23,95.59,withdrawal
1557,200,2025-03-08 10:37:55,49.66,refund
1558,569,2022-01-08 13:08:53,194.48,withdrawal
1559,348,2024-01-14 21:59:07,384.87,withdrawal
1560,634,2024-11-23 23:42:48,202.5,refund
1561,814,2024-03-01 22:32:44,384.01,withdrawal
1562,257,2024-11-30 04:18:14,336.4,deposit
1563,6,2022-06-09 17:39:13,233.09,deposit
1564,246,2023-10-03 23:33:15,425.19,deposit
1565,675,2024-09-09 04:04:09,119.01,deposit
1566,760,2024-07-18 23:39:00,374.89,deposit
1567,352,2024-11-05 17:22:42,229.02,withdrawal
1568,400,2022-11-20 10:54:35,220.12,refund
1569,442,2024-08-12 21:54:34,,refund
1570,324,2023-08-17 23:54:03,224.55,deposit
1571,668,2023-10-16 07:06:18,130.17,
1572,638,2025-08-26 07:43:22,318.71,refund
1573,913,2024-10-31 10:57:59,17.85,
1574,690,2024-07-30 18:10:54,153.09,withdrawal
1575,618,2025-06-12 19:06:47,358.5,purchase
1576,881,2023-05-17 13:40:23,164.0,purchase
1577,258,,317.82,refund
1578,787,2024-02-27 11:44:26,310.72,purchase
1579,706,2024-12-21 15:36:54,166.26,refund
1580,256,2023-11-17 18:29:47,227.01,withdrawal
1581,460,2022-12-27 10:58:22,27.09,deposit
1582,14,2023-07-14 04:13:21,471.92,withdrawal
1583,378,2023-11-05 22:54:06,329.4,deposit
1584,229,2025-04-30 19:33:00,489.9,withdrawal
1585,597,2024-07-21 03:59:31,147.7,withdrawal
1586,217,2024-11-25 17:32:56,180.01,withdrawal
1587,291,2022-11-12 02:21:45,437.17,purchase
1588,324,2022-07-13 04:53:43,451.56,deposit
1589,26,2022-12-24 14:30:19,394.32,refund
1590,494,2024-11-04 22:50:01,196.39,purchase
1591,986,2024-09-18 21:14:58,265.66,
1592,685,2024-10-01 03:53:42,212.26,purchase
1593,8,2022-02-11 06:15:55,313.57,purchase
1594,547,2022-02-16 14:13:22,412.12,deposit
1595,992,2022-03-07 12:04:27,170.57,refund
1596,617,2024-05-08 06:46:29,254.11,deposit
1597,12,2025-08-05 14:02:29,28.58,purchase
1598,549,2024-01-07 05:54:05,318.45,refund
1599,283,2023-01-12 22:44:11,51.82,refund
1600,,2025-08-03 04:38:26,212.82,refund
1601,954,2025-07-19 08:54:21,75.68,refund
1602,789,2022-08-30 07:46:14,49.95,withdrawal
1603,158,2023-01-28 10:36:56,284.11,deposit
1604,97,2022-04-06 01:40:38,299.36,purchase
1605,196,2025-02-26 04:04:45,496.15,purchase
1606,90,2024-10-04 16:14:28,275.21,
1607,257,2022-06-24 10:51:21,434.04,deposit
1608,474,2022-06-05 00:19:14,227.49,withdrawal
1609,505,,253.19,purchase
1610,842,2025-01-09 09:54:50,473.48,withdrawal
1611,79,2024-05-20 15:01:45,50.8,deposit
1612,8,2025-03-30 13:05:30,370.89,deposit
1613,691,2022-11-26 17:59:24,399.24,refund
1614,457,2022-03-23 21:35:08,303.84,deposit
1615,477,2023-04-13 18:52:29,300.45,
1616,377,2023-08-12 13:39:58,199.69,refund
1617,295,2022-10-12 16:22:14,456.23,withdrawal
721,35,2024-11-21 08:59:53,,withdrawal
1619,728,2024-04-26 20:46:02,145.86,refund
1620,827,,53.31,withdrawal
1621,428,2022-07-13 03:48:26,52.92,withdrawal
1622,839,2024-10-18 16:35:49,,purchase
1623,,2023-07-09 14:33:18,114.42,withdrawal
1624,195,2024-03-25 06:27:26,326.53,withdrawal
1625,728,2024-05-28 23:37:41,314.92,withdrawal
1626,947,2025-03-05 23:53:04,93.3,deposit
1627,42,2025-04-28 21:13:13,108.61,
1628,776,2023-08-14 01:51:41,441.32,deposit
1629,3,,255.18,
1630,629,2025-08-26 23:08:59,,refund
1631,719,2023-12-14 02:46:16,297.31,deposit
1632,231,2025-07-19 13:29:28,351.28,refund
1633,431,2025-04-18 20:03:23,395.93,purchase
1634,679,2022-11-13 06:29:26,489.92,purchase
1635,335,2025-02-22 19:13:48,27.09,withdrawal
1636,461,2023-03-27 18:59:38,188.62,
1637,73,2023-05-12 12:33:03,324.2,deposit
1638,827,2022-06-03 20:45:15,217.08,deposit
1639,384,2022-06-19 01:08:12,50.28,withdrawal
1640,643,2024-10-06 19:50:37,89.21,withdrawal
1641,,2024-06-06 07:10:28,298.83,refund
1642,23,2024-12-04 03:44:13,467.93,deposit
1643,37,2025-03-28 06:53:16,242.36,refund
1644,992,2022-11-22 07:23:07,227.43,deposit
1645,999,2024-11-16 18:56:52,,refund
1646,755,2022-03-27 21:14:13,118.9,purchase
1647,526,2023-01-24 03:36:39,28.88,withdrawal
1648,602,2023-05-08 16:19:45,46.22,deposit
1649,987,2024-06-05 03:59:29,120.52,purchase
1650,166,2024-09-04 12:48:41,13.12,purchase
1651,355,2025-05-20 11:38:32,84.43,refund
1652,384,,334.9,deposit
1653,769,2024-02-13 19:24:16,101.92,withdrawal
1654,835,2024-01-09 07:43:18,,purchase
1655,17,2022-07-08 10:53:13,305.86,withdrawal
1656,584,2023-06-16 22:02:39,209.04,deposit
1657,75,,286.71,refund
1658,465,2024-11-25 15:30:23,314.91,deposit
1659,502,2024-11-10 13:13:45,113.35,refund
1660,544,2023-09-25 16:45:05,40.98,purchase
1661,339,2022-08-27 00:49:24,422.15,refund
1662,301,2025-01-25 17:47:01,296.02,purchase
1663,275,2022-12-31 09:15:57,378.75,withdrawal
1664,546,2024-11-24 19:37:16,441.58,deposit
1665,895,2023-03-10 15:21:45,369.21,deposit
1666,447,2024-06-06 01:13:47,396.11,purchase
1667,160,2024-06-21 04:03:51,58.39,purchase
1668,247,2022-04-04 07:02:21,189.71,purchase
1669,137,,174.69,
1670,341,2022-10-06 11:19:02,218.59,withdrawal
1671,23,2025-04-13 04:58:35,7.25,refund
1672,169,2024-02-07 15:39:13,130.4,purchase
1673,340,2024-06-23 03:51:07,108.86,withdrawal
1674,,2025-06-01 05:26:07,363.97,withdrawal
1675,208,,286.56,deposit
1676,287,2022-11-25 11:53:03,28.85,purchase
1677,871,2024-05-09 17:56:45,92.92,withdrawal
990,285,2023-09-30 13:59:57,251.51,purchase
1679,930,2024-09-22 20:00:12,,
1680,541,,61.92,purchase
1681,475,2024-03-28 03:28:07,434.07,refund
1682,163,2025-05-09 06:19:38,463.04,refund
1683,976,2023-05-16 05:45:25,239.03,refund
1684,496,2024-01-06 05:09:38,379.3,purchase
1685,931,2022-03-18 15:40:15,309.29,deposit
1686,604,2023-03-04 23:01:57,68.72,withdrawal
1687,761,2024-03-23 04:56:47,446.33,purchase
1688,,2023-02-09 15:14:11,351.33,withdrawal
1689,756,2024-10-25 06:39:00,168.33,purchase
1690,271,,360.72,purchase
1691,530,2022-08-28 00:45:03,30.15,refund
1692,731,2023-04-30 18:21:55,266.57,refund
1693,210,2023-11-11 02:27:57,15.36,withdrawal
1694,219,,498.19,purchase
1695,930,2022-12-30 19:22:26,350.02,refund
1696,492,2024-08-21 06:03:59,380.2,purchase
1697,497,2023-06-05 21:25:09,405.13,purchase
1698,381,2024-06-17 06:44:47,233.13,withdrawal
1699,569,2022-08-12 08:17:17,339.23,purchase
1700,149,2023-01-25 16:00:29,237.64,deposit
1701,659,2023-03-14 01:43:23,197.67,withdrawal
1702,312,2023-05-19 23:49:52,,deposit
1703,815,2023-04-24 23:37:52,489.09,withdrawal
1704,838,2023-10-18 02:56:11,103.73,purchase
1705,173,,443.65,refund
1706,712,2025-01-09 00:45:49,,purchase
1707,197,,51.36,withdrawal
1708,744,2025-02-09 21:24:09,,refund
1709,179,2022-03-21 09:53:11,432.91,deposit
1710,464,2022-12-26 10:00:55,19.88,purchase
1711,313,2025-06-15 10:00:06,125.67,withdrawal
1712,876,2023-09-05 04:16:28,126.19,purchase
1713,669,2022-10-13 13:20:00,218.75,withdrawal
1714,58,2025-06-01 11:50:24,,deposit
1715,28,2025-02-09 00:28:44,406.18,purchase
1716,879,,377.79,refund
1717,39,2025-03-27 20:08:13,387.98,withdrawal
1718,877,2024-02-20 07:35:13,100.88,deposit
1719,877,2023-04-05 23:01:05,488.34,purchase
902,286,2024-12-19 22:28:43,476.7,purchase
1721,735,2023-05-04 13:26:30,13.8,withdrawal
1722,24,2023-04-09 23:53:53,268.62,deposit
1723,54,2023-02-08 06:34:35,391.5,purchase
1724,540,2022-11-11 21:44:43,498.03,
1725,523,2023-09-02 02:36:35,133.8,refund
1726,357,2023-09-24 04:49:51,222.77,deposit
1727,544,2022-10-01 08:14:02,148.78,refund
1728,914,2024-08-01 11:30:24,489.48,purchase
1729,,2022-11-02 12:28:19,,refund
1730,369,2023-03-19 02:32:46,407.05,refund
1731,699,2023-08-26 12:01:15,81.59,deposit
1732,158,2022-12-23 10:48:04,316.39,deposit
1733,124,2023-04-26 01:52:10,272.34,purchase
1734,632,2025-07-01 14:19:21,66.22,deposit
1735,152,2024-10-14 03:47:38,138.06,purchase
1736,76,2024-06-15 16:44:01,474.19,withdrawal
1737,934,2024-06-21 10:31:22,37.67,deposit
1738,184,2022-11-04 04:34:53,45.17,purchase
1739,135,2023-06-20 19:39:03,40.38,refund
1128,868,2022-12-04 06:31:04,347.04,refund
1741,342,2023-04-29 16:25:24,160.6,refund
1742,964,2022-04-13 10:05:43,173.82,withdrawal
1743,462,2025-02-10 00:46:12,162.66,withdrawal
1744,927,2025-04-26 01:23:25,94.78,
1745,701,2023-05-22 01:29:28,42.39,purchase
1746,861,2025-04-15 19:21:43,9.21,withdrawal
1747,427,2022-12-31 07:26:06,74.31,withdrawal
1748,773,2022-07-21 19:58:38,415.98,deposit
1749,444,2023-04-19 17:22:17,474.0,purchase
1750,476,2025-05-21 10:05:12,331.96,deposit
1751,369,2024-04-18 12:23:32,144.18,withdrawal
1752,404,2024-08-13 15:40:53,274.17,refund
1753,300,2023-02-01 10:03:58,66.62,deposit
1754,726,2022-10-23 16:01:25,416.26,purchase
1755,90,2024-12-22 20:21:48,65.28,withdrawal
1756,,2025-02-21 12:53:29,84.69,refund
1757,677,2023-02-02 21:11:54,336.82,withdrawal
1758,,2022-10-02 18:07:43,62.54,deposit
1759,222,2024-05-20 09:50:45,49.31,refund
1760,884,2024-05-24 12:43:27,22.77,purchase
1761,501,2024-06-03 06:11:46,55.46,deposit
1762,,2025-04-20 21:01:20,228.72,purchase
1763,315,2024-08-23 21:34:50,382.46,purchase
1764,487,,57.77,refund
1765,407,2023-12-03 14:26:07,182.08,purchase
1766,,2025-08-14 08:43:24,304.61,purchase
1767,943,2023-02-07 10:18:41,33.97,withdrawal
1768,614,2023-12-27 02:57:14,317.21,purchase
1769,210,2022-10-16 00:44:54,102.02,purchase
1770,291,2024-07-17 04:26:02,304.86,withdrawal
1771,688,2023-02-10 15:09:30,441.0,purchase
1772,238,2022-10-10 19:27:23,334.28,deposit
1773,189,2022-06-21 23:13:32,82.86,purchase
1774,870,2023-02-04 18:58:02,386.55,withdrawal
1775,908,2025-02-17 09:53:09,198.39,purchase
1776,191,2022-10-11 10:44:18,31.55,purchase
1777,590,2022-09-16 10:45:16,108.39,refund
1778,497,2022-11-30 23:51:26,36.48,purchase
1779,519,2023-12-14 05:53:23,104.75,deposit
1780,770,2023-09-26 11:29:04,360.03,refund
1781,284,2025-03-08 23:24:41,100.47,refund
1782,605,2025-08-13 06:50:41,421.31,withdrawal
1783,319,2025-01-20 13:04:35,237.87,deposit
1784,363,2023-03-29 11:04:00,255.4,refund
1785,760,2022-03-25 04:26:44,218.74,purchase
1786,447,2025-04-16 02:47:13,158.83,purchase
1787,612,2025-02-11 05:42:44,193.54,
1788,611,2024-01-29 11:17:58,79.08,purchase
1789,891,2024-12-02 03:29:15,197.63,deposit
1790,10,2024-05-01 03:26:24,7.29,refund
1791,302,2022-08-30 23:36:11,41.3,purchase
1792,831,2024-09-09 22:42:02,126.01,
1793,555,2022-11-02 12:16:20,119.74,
1794,680,2023-09-01 00:01:25,375.1,deposit
1795,19,2022-07-03 15:31:38,254.54,withdrawal
1796,368,2024-08-13 05:17:42,29.53,withdrawal
1640,643,2024-10-06 19:50:37,89.21,withdrawal
1798,790,2025-03-22 08:27:16,311.88,withdrawal
1799,412,2025-04-09 17:49:47,160.88,refund
1800,414,2023-09-27 06:00:02,263.94,deposit
1801,448,2025-03-07 18:11:45,413.47,purchase
1802,251,2024-08-05 09:09:09,396.6,purchase
1803,186,2022-06-10 22:55:14,463.98,purchase
1804,689,2024-09-28 22:32:31,32.1,deposit
1805,862,2025-01-13 11:48:08,323.04,deposit
1806,495,2023-03-10 20:05:17,468.93,refund
1807,,2024-01-09 04:11:36,455.44,purchase
1808,358,2024-12-25 13:45:13,291.34,
892,482,2024-05-04 14:50:31,21.54,refund
1810,918,2024-04-21 16:15:25,209.76,refund
1811,432,2023-11-15 20:30:44,162.77,purchase
1812,119,2024-06-06 05:29:54,81.36,
1813,951,2023-07-29 22:24:16,466.22,withdrawal
1814,581,2024-05-18 18:00:49,450.39,withdrawal
1815,427,2025-07-19 09:51:51,,withdrawal
1816,581,2025-05-18 12:38:45,286.36,withdrawal
1817,240,2023-08-04 01:34:14,230.67,purchase
1818,141,2022-06-25 20:04:15,401.96,deposit
1819,355,2022-07-16 22:41:35,155.92,withdrawal
1820,303,,254.7,purchase
1821,182,2024-08-20 19:18:09,157.3,withdrawal
1822,886,2024-11-06 05:02:26,461.27,withdrawal
1823,932,2022-11-18 08:38:24,174.86,purchase
1824,725,2024-06-19 13:35:18,319.13,refund
1825,11,2024-04-01 11:29:22,264.28,refund
1826,47,2024-01-26 00:33:38,147.79,withdrawal
1827,868,2023-12-18 17:25:29,296.24,purchase
1828,218,2024-10-07 02:02:23,435.73,purchase
1829,940,2022-05-23 08:16:03,416.34,withdrawal
1830,393,2022-04-07 06:50:27,191.0,deposit
1831,559,2022-11-11 06:04:37,192.88,deposit
1832,598,2023-08-07 09:38:25,271.6,purchase
1833,280,2023-11-06 19:43:36,386.28,purchase
1834,334,2023-12-21 04:18:21,450.63,refund
1835,354,2023-12-24 08:28:54,263.45,withdrawal
1836,441,2024-04-07 12:58:12,327.05,refund
1837,669,2025-07-12 05:42:41,354.93,refund
1838,607,2022-07-11 05:56:09,84.23,purchase
1839,340,2023-02-11 13:55:08,465.39,refund
590,322,2025-07-22 05:33:25,66.7,withdrawal
1841,988,2024-12-25 07:20:28,91.39,purchase
1842,810,2022-01-05 23:22:45,8.18,withdrawal
1843,151,2022-01-04 13:32:02,258.61,refund
1844,435,,279.56,withdrawal
1845,207,2023-11-02 05:54:30,202.27,purchase
1846,98,2024-05-13 16:05:11,280.52,purchase
1847,487,2024-04-25 16:35:18,350.68,deposit
1848,451,2022-12-13 15:38:13,424.81,withdrawal
1849,35,2025-02-17 18:47:53,307.85,purchase
1850,29,2024-08-18 10:12:52,238.56,withdrawal
1851,941,2024-06-25 22:20:56,389.63,refund
1852,488,2025-02-14 11:10:02,469.97,withdrawal
1853,481,2024-04-10 19:49:04,,purchase
1854,540,2023-02-19 13:33:22,96.46,purchase
1855,116,2022-03-10 23:54:56,55.43,refund
1216,56,2022-01-13 14:30:55,307.2,purchase
1857,402,2025-02-28 01:14:40,167.96,withdrawal
